GAME_DATE_EST,SEASON,Home Team,City_home,Geographic conference_home,Visitor Team,City_Visitor,Geographic conference_Visitor,HOME_TEAM_WINS,Percent of Team's Points_home,Field Goal Percentage_home,Free Throw Percentage_home,3 Point Field Goal Percentage_home,Percent of Team's Assists_home,Rebounds_home,Percent of Team's Points_Visitor,Field Goal Percentage_Visitor,Free Throw Percentage_Visitor, 3 Point Field Goal Percentage_Visitor,Percent of Team's Assists_Visitor,Rebounds_Visitor
11/23/2022,2022,Celtics,Boston,Eastern,Mavericks,Dallas,Western,1,125,54,86,50,29,38,112,54,62,36,20,35
11/23/2022,2022,Heat,Miami,Eastern,Wizards,Washington,Eastern,1,113,42,86,39,20,53,105,47,58,26,27,43
11/23/2022,2022,Raptors,Toronto,Eastern,Nets,Brooklyn,Eastern,0,98,36,76,24,16,52,112,55,71,45,32,39
11/23/2022,2022,Bucks,Milwaukee,Western,Bulls,Chicago,Eastern,0,113,46,76,32,24,48,118,49,78,43,30,35
11/23/2022,2022,Thunder,Oklahoma City,Western,Nuggets,Denver,Western,0,126,43,86,45,26,39,131,48,81,37,31,55
11/23/2022,2022,Spurs,San Antonio,Western,Pelicans,New Orleans,Western,0,110,48,64,29,31,37,129,57,70,42,33,42
11/23/2022,2022,Jazz,Utah,Western,Pistons,Detroit,Eastern,0,116,49,84,44,31,38,125,49,93,50,24,38
11/23/2022,2022,Warriors,Golden State,Western,Clippers,Los Angeles,Western,1,124,50,69,37,36,45,107,45,67,38,22,43
11/22/2022,2022,76ers,Philadelphia,Eastern,Nets,Brooklyn,Eastern,1,115,43,81,50,19,49,106,55,69,32,31,35
11/22/2022,2022,Grizzlies,Memphis,Western,Kings,Sacramento,Western,0,109,45,63,27,26,49,113,43,74,33,27,45
11/22/2022,2022,Nuggets,Denver,Western,Pistons,Detroit,Eastern,0,108,50,65,26,28,42,110,51,86,29,27,40
11/22/2022,2022,Suns,Phoenix,Western,Lakers,Los Angeles,Western,1,115,47,60,47,23,49,105,42,83,18,19,45
11/21/2022,2022,Cavaliers,Cleveland,Eastern,Hawks,Atlanta,Eastern,1,114,60,87,53,24,37,102,44,88,32,24,35
11/21/2022,2022,Pacers,Indiana,Eastern,Magic,Orlando,Eastern,1,123,50,89,28,32,48,102,42,76,31,20,38
11/21/2022,2022,Bulls,Chicago,Eastern,Celtics,Boston,Eastern,1,121,52,75,48,26,51,107,44,71,38,28,38
11/21/2022,2022,Bucks,Milwaukee,Western,Trail Blazers,Portland,Western,1,119,55,64,32,31,42,111,47,79,28,19,40
11/21/2022,2022,Timberwolves,Minnesota,Western,Heat,Miami,Eastern,1,105,44,85,30,30,40,101,39,67,29,26,46
11/21/2022,2022,Pelicans,New Orleans,Western,Warriors,Golden State,Western,1,128,54,71,36,30,50,83,38,90,23,17,34
11/21/2022,2022,Thunder,Oklahoma City,Western,Knicks,New York,Eastern,0,119,49,78,33,25,38,129,53,80,32,21,48
11/21/2022,2022,Clippers,Los Angeles,Western,Jazz,Utah,Western,1,121,52,95,38,26,41,114,45,92,32,22,45
11/20/2022,2022,Suns,Phoenix,Western,Knicks,New York,Eastern,1,116,43,72,44,35,60,95,40,80,28,20,39
11/20/2022,2022,Wizards,Washington,Eastern,Hornets,Charlotte,Eastern,1,106,43,72,38,19,49,102,39,70,25,19,51
11/20/2022,2022,Kings,Sacramento,Western,Pistons,Detroit,Eastern,1,137,55,89,34,29,41,129,53,87,52,20,35
11/20/2022,2022,Nets,Brooklyn,Eastern,Grizzlies,Memphis,Western,1,127,60,73,47,33,45,115,43,55,32,28,44
11/20/2022,2022,Cavaliers,Cleveland,Eastern,Heat,Miami,Eastern,1,113,53,75,35,31,49,87,39,86,19,17,30
11/20/2022,2022,Rockets,Houston,Western,Warriors,Golden State,Western,0,120,46,85,33,24,45,127,54,73,51,38,40
11/20/2022,2022,Mavericks,Dallas,Western,Nuggets,Denver,Western,0,97,45,57,36,24,36,98,47,79,33,22,44
11/20/2022,2022,Lakers,Los Angeles,Western,Spurs,San Antonio,Western,1,123,53,88,35,29,54,92,39,30,21,26,44
11/19/2022,2022,Hawks,Atlanta,Eastern,Raptors,Toronto,Eastern,1,124,50,78,28,23,50,122,44,82,22,27,51
11/19/2022,2022,76ers,Philadelphia,Eastern,Timberwolves,Minnesota,Western,0,109,48,84,44,21,39,112,47,83,33,28,43
11/19/2022,2022,Trail Blazers,Portland,Western,Jazz,Utah,Western,0,113,47,82,31,27,43,118,46,87,36,23,42
11/19/2022,2022,Clippers,Los Angeles,Western,Spurs,San Antonio,Western,1,119,54,53,53,32,35,97,41,86,27,22,43
11/18/2022,2022,Wizards,Washington,Eastern,Heat,Miami,Eastern,1,107,43,71,33,33,54,106,36,78,26,23,53
11/18/2022,2022,Cavaliers,Cleveland,Eastern,Hornets,Charlotte,Eastern,1,132,53,81,29,25,50,122,40,83,32,24,53
11/18/2022,2022,76ers,Philadelphia,Eastern,Bucks,Milwaukee,Western,1,110,51,65,46,28,41,102,46,38,33,22,42
11/18/2022,2022,Bulls,Chicago,Eastern,Magic,Orlando,Eastern,0,107,46,80,24,27,46,108,49,91,43,25,41
11/18/2022,2022,Rockets,Houston,Western,Pacers,Indiana,Eastern,0,91,34,84,21,15,49,99,40,78,29,25,45
11/18/2022,2022,Grizzlies,Memphis,Western,Thunder,Oklahoma City,Western,1,121,42,73,36,26,57,110,47,82,32,34,43
11/18/2022,2022,Mavericks,Dallas,Western,Nuggets,Denver,Western,1,127,60,79,41,29,44,99,42,72,33,24,36
11/18/2022,2022,Pelicans,New Orleans,Western,Celtics,Boston,Eastern,0,109,49,77,37,24,37,117,48,88,44,28,46
11/18/2022,2022,Jazz,Utah,Western,Suns,Phoenix,Western,1,134,56,67,52,32,36,133,52,93,30,29,42
11/18/2022,2022,Warriors,Golden State,Western,Knicks,New York,Eastern,1,111,45,55,36,32,51,101,35,94,27,16,45
11/18/2022,2022,Lakers,Los Angeles,Western,Pistons,Detroit,Eastern,1,128,55,88,35,29,44,121,47,75,32,27,37
11/17/2022,2022,Trail Blazers,Portland,Western,Nets,Brooklyn,Eastern,0,107,39,82,36,22,39,109,51,78,38,32,47
11/17/2022,2022,Kings,Sacramento,Western,Spurs,San Antonio,Western,1,130,58,92,40,28,37,112,55,75,42,29,32
11/17/2022,2022,Clippers,Los Angeles,Western,Pistons,Detroit,Eastern,1,96,41,79,37,17,51,91,38,79,19,15,43
11/16/2022,2022,Hornets,Charlotte,Eastern,Pacers,Indiana,Eastern,0,113,46,83,36,29,44,125,54,84,39,27,34
11/16/2022,2022,Magic,Orlando,Eastern,Timberwolves,Minnesota,Western,0,108,45,88,26,21,47,126,52,79,33,28,40
11/16/2022,2022,Wizards,Washington,Eastern,Thunder,Oklahoma City,Western,0,120,51,88,50,32,41,121,54,65,52,24,37
11/16/2022,2022,Hawks,Atlanta,Eastern,Celtics,Boston,Eastern,0,101,42,77,22,21,45,126,55,90,46,29,49
11/16/2022,2022,Raptors,Toronto,Eastern,Heat,Miami,Eastern,1,112,51,77,27,23,42,104,55,86,37,19,23
11/16/2022,2022,Bucks,Milwaukee,Western,Cavaliers,Cleveland,Eastern,1,113,48,56,41,26,52,98,43,82,43,22,34
11/16/2022,2022,Pelicans,New Orleans,Western,Bulls,Chicago,Eastern,1,124,51,88,52,30,46,110,49,65,34,25,37
11/16/2022,2022,Mavericks,Dallas,Western,Rockets,Houston,Western,0,92,30,95,22,21,38,101,47,88,46,21,56
11/16/2022,2022,Nuggets,Denver,Western,Knicks,New York,Eastern,0,103,44,85,37,18,42,106,44,77,24,24,40
11/16/2022,2022,Suns,Phoenix,Western,Warriors,Golden State,Western,1,130,51,84,53,33,47,119,46,100,43,30,40
11/15/2022,2022,Pelicans,New Orleans,Western,Grizzlies,Memphis,Western,1,113,47,75,47,31,43,102,41,68,26,16,51
11/15/2022,2022,Mavericks,Dallas,Western,Clippers,Los Angeles,Western,1,103,44,67,40,20,34,101,53,81,43,23,40
11/15/2022,2022,Jazz,Utah,Western,Knicks,New York,Eastern,0,111,43,83,33,29,49,118,47,76,34,26,43
11/15/2022,2022,Trail Blazers,Portland,Western,Spurs,San Antonio,Western,1,117,52,77,47,22,39,110,52,77,31,34,38
11/15/2022,2022,Kings,Sacramento,Western,Nets,Brooklyn,Eastern,1,153,60,84,49,39,43,121,49,91,39,25,29
11/14/2022,2022,Pistons,Detroit,Eastern,Raptors,Toronto,Eastern,0,111,46,72,32,23,39,115,49,96,30,27,42
11/14/2022,2022,Magic,Orlando,Eastern,Hornets,Charlotte,Eastern,0,105,41,83,39,23,48,112,48,88,20,22,37
11/14/2022,2022,Celtics,Boston,Eastern,Thunder,Oklahoma City,Western,1,126,48,83,27,25,46,122,48,81,37,21,51
11/14/2022,2022,Heat,Miami,Eastern,Suns,Phoenix,Western,1,113,46,88,46,23,42,112,49,50,39,22,45
11/14/2022,2022,Rockets,Houston,Western,Clippers,Los Angeles,Western,0,106,45,61,30,20,40,122,51,79,37,25,44
11/14/2022,2022,Bucks,Milwaukee,Western,Hawks,Atlanta,Eastern,0,106,42,78,21,21,46,121,48,87,35,23,45
11/14/2022,2022,Warriors,Golden State,Western,Spurs,San Antonio,Western,1,132,53,94,51,35,40,95,36,68,25,18,53
11/13/2022,2022,Knicks,New York,Eastern,Thunder,Oklahoma City,Western,0,135,50,88,32,25,35,145,63,90,55,31,38
11/13/2022,2022,Cavaliers,Cleveland,Eastern,Timberwolves,Minnesota,Western,0,124,45,69,50,22,40,129,56,74,50,30,47
11/13/2022,2022,Wizards,Washington,Eastern,Grizzlies,Memphis,Western,1,102,42,52,48,26,47,92,40,70,32,21,51
11/13/2022,2022,76ers,Philadelphia,Eastern,Jazz,Utah,Western,1,105,48,81,17,21,39,98,39,57,30,23,50
11/13/2022,2022,Bulls,Chicago,Eastern,Nuggets,Denver,Western,0,103,49,81,27,24,36,126,60,81,48,33,36
11/13/2022,2022,Kings,Sacramento,Western,Warriors,Golden State,Western,1,122,52,63,43,31,45,115,47,94,34,27,43
11/13/2022,2022,Lakers,Los Angeles,Western,Nets,Brooklyn,Eastern,1,116,48,85,41,25,45,103,45,77,26,22,41
11/12/2022,2022,Clippers,Los Angeles,Western,Nets,Brooklyn,Eastern,0,95,40,80,36,22,46,110,48,67,46,27,41
11/12/2022,2022,Wizards,Washington,Eastern,Jazz,Utah,Western,1,121,50,85,44,27,46,112,47,91,35,33,42
11/12/2022,2022,Pistons,Detroit,Eastern,Celtics,Boston,Eastern,0,108,42,86,42,23,50,117,43,88,38,27,42
11/12/2022,2022,Pacers,Indiana,Eastern,Raptors,Toronto,Eastern,1,118,50,74,44,33,51,104,39,79,20,14,43
11/12/2022,2022,76ers,Philadelphia,Eastern,Hawks,Atlanta,Eastern,1,121,55,81,33,24,31,109,45,85,25,20,43
11/12/2022,2022,Heat,Miami,Eastern,Hornets,Charlotte,Eastern,1,132,53,86,39,32,46,115,51,88,29,25,37
11/12/2022,2022,Mavericks,Dallas,Western,Trail Blazers,Portland,Western,1,117,51,81,33,26,40,112,45,77,42,20,44
11/12/2022,2022,Pelicans,New Orleans,Western,Rockets,Houston,Western,1,119,49,87,28,28,36,106,51,78,33,24,43
11/11/2022,2022,Celtics,Boston,Eastern,Nuggets,Denver,Western,1,131,56,75,43,30,46,112,46,80,41,26,38
11/11/2022,2022,Magic,Orlando,Eastern,Suns,Phoenix,Western,1,114,52,87,46,23,50,97,40,89,31,22,38
11/11/2022,2022,Knicks,New York,Eastern,Pistons,Detroit,Eastern,1,121,45,93,25,23,47,112,46,76,23,22,43
11/11/2022,2022,Thunder,Oklahoma City,Western,Raptors,Toronto,Eastern,1,132,56,77,42,31,44,113,43,72,37,20,39
11/11/2022,2022,Spurs,San Antonio,Western,Bucks,Milwaukee,Western,1,111,51,87,39,22,50,93,33,74,28,22,48
11/11/2022,2022,Grizzlies,Memphis,Western,Timberwolves,Minnesota,Western,1,114,50,70,21,25,46,103,47,86,33,29,33
11/11/2022,2022,Warriors,Golden State,Western,Cavaliers,Cleveland,Eastern,1,106,49,79,42,29,44,101,40,73,27,25,46
11/11/2022,2022,Lakers,Los Angeles,Western,Kings,Sacramento,Western,0,114,48,77,40,22,41,120,52,86,33,27,40
11/10/2022,2022,Wizards,Washington,Eastern,Mavericks,Dallas,Western,1,113,49,95,40,25,52,105,43,62,38,19,41
11/10/2022,2022,Hawks,Atlanta,Eastern,76ers,Philadelphia,Eastern,1,104,44,87,23,19,54,95,39,83,20,15,45
11/10/2022,2022,Heat,Miami,Eastern,Hornets,Charlotte,Eastern,1,117,43,81,28,21,38,112,49,60,36,23,50
11/10/2022,2022,Pelicans,New Orleans,Western,Trail Blazers,Portland,Western,0,95,42,79,36,19,45,106,44,77,35,25,46
11/9/2022,2022,Magic,Orlando,Eastern,Mavericks,Dallas,Western,1,94,49,67,38,20,49,87,38,63,26,17,29
11/9/2022,2022,Hornets,Charlotte,Eastern,Trail Blazers,Portland,Western,0,95,37,71,25,21,42,105,53,56,32,28,45
11/9/2022,2022,Pacers,Indiana,Eastern,Nuggets,Denver,Western,0,119,47,79,33,28,44,122,49,92,43,27,47
11/9/2022,2022,Hawks,Atlanta,Eastern,Jazz,Utah,Western,0,119,47,82,29,24,54,125,47,83,44,27,47
11/9/2022,2022,Celtics,Boston,Eastern,Pistons,Detroit,Eastern,1,128,53,76,39,31,43,112,42,78,21,15,48
11/9/2022,2022,Nets,Brooklyn,Eastern,Knicks,New York,Eastern,1,112,48,70,41,30,55,85,32,65,28,21,46
11/9/2022,2022,Raptors,Toronto,Eastern,Rockets,Houston,Western,1,116,41,85,34,19,50,109,44,84,26,29,49
11/9/2022,2022,Bulls,Chicago,Eastern,Pelicans,New Orleans,Western,0,111,51,89,26,23,35,115,50,78,16,20,50
11/9/2022,2022,Timberwolves,Minnesota,Western,Suns,Phoenix,Western,0,117,53,81,33,26,38,129,49,95,46,31,36
11/9/2022,2022,Thunder,Oklahoma City,Western,Bucks,Milwaukee,Western,0,132,45,74,40,24,55,136,47,86,47,27,55
11/9/2022,2022,Spurs,San Antonio,Western,Grizzlies,Memphis,Western,0,122,48,70,32,30,39,124,51,77,44,24,53
11/9/2022,2022,Clippers,Los Angeles,Western,Lakers,Los Angeles,Western,1,114,51,77,36,24,41,101,46,65,31,26,43
11/9/2022,2022,Kings,Sacramento,Western,Cavaliers,Cleveland,Eastern,1,127,53,86,44,30,24,120,54,85,42,24,42
11/7/2022,2022,Hornets,Charlotte,Eastern,Wizards,Washington,Eastern,0,100,42,69,16,27,45,108,53,63,26,21,47
11/7/2022,2022,Magic,Orlando,Eastern,Rockets,Houston,Western,0,127,55,81,48,27,37,134,53,72,50,31,40
11/7/2022,2022,Pistons,Detroit,Eastern,Thunder,Oklahoma City,Western,1,112,42,76,27,20,58,103,40,65,30,23,46
11/7/2022,2022,Pacers,Indiana,Eastern,Pelicans,New Orleans,Western,1,129,50,91,46,33,45,122,50,71,41,32,43
11/7/2022,2022,76ers,Philadelphia,Eastern,Suns,Phoenix,Western,1,100,39,84,38,22,48,88,44,82,32,19,37
11/7/2022,2022,Hawks,Atlanta,Eastern,Bucks,Milwaukee,Western,1,117,47,82,38,23,48,98,41,81,33,21,41
11/7/2022,2022,Heat,Miami,Eastern,Trail Blazers,Portland,Western,0,107,48,87,36,28,32,110,53,86,43,27,37
11/7/2022,2022,Bulls,Chicago,Eastern,Raptors,Toronto,Eastern,1,111,53,82,32,30,49,97,42,73,32,24,31
11/7/2022,2022,Grizzlies,Memphis,Western,Celtics,Boston,Eastern,0,106,45,64,34,27,45,109,46,75,32,26,45
11/7/2022,2022,Timberwolves,Minnesota,Western,Knicks,New York,Eastern,0,107,47,83,27,28,39,120,44,92,40,26,43
11/7/2022,2022,Spurs,San Antonio,Western,Nuggets,Denver,Western,0,109,52,61,36,31,38,115,53,65,33,33,40
11/7/2022,2022,Mavericks,Dallas,Western,Nets,Brooklyn,Eastern,1,96,44,83,43,18,41,94,44,74,35,22,34
11/7/2022,2022,Warriors,Golden State,Western,Kings,Sacramento,Western,1,116,50,67,37,28,48,113,41,86,35,24,43
11/7/2022,2022,Jazz,Utah,Western,Lakers,Los Angeles,Western,1,139,56,77,42,30,41,116,49,90,38,15,33
11/7/2022,2022,Clippers,Los Angeles,Western,Cavaliers,Cleveland,Eastern,1,119,51,79,45,19,31,117,52,71,49,29,48
11/6/2022,2022,Lakers,Los Angeles,Western,Cavaliers,Cleveland,Eastern,0,100,46,57,30,24,43,114,44,89,25,19,48
11/6/2022,2022,Raptors,Toronto,Eastern,Bulls,Chicago,Eastern,1,113,43,75,27,28,52,104,46,85,36,27,46
11/6/2022,2022,Grizzlies,Memphis,Western,Wizards,Washington,Eastern,1,103,43,80,31,20,50,97,43,70,20,25,49
11/6/2022,2022,Clippers,Los Angeles,Western,Jazz,Utah,Western,0,102,49,62,24,22,32,110,47,96,38,18,42
11/5/2022,2022,Magic,Orlando,Eastern,Kings,Sacramento,Western,0,123,54,95,17,27,48,126,51,65,38,24,36
11/5/2022,2022,Hornets,Charlotte,Eastern,Nets,Brooklyn,Eastern,0,94,37,70,33,22,50,98,39,91,33,23,41
11/5/2022,2022,Hawks,Atlanta,Eastern,Pelicans,New Orleans,Western,1,124,46,84,25,28,50,121,44,71,30,23,59
11/5/2022,2022,Knicks,New York,Eastern,Celtics,Boston,Eastern,0,118,51,94,41,22,44,133,53,100,53,30,34
11/5/2022,2022,Bucks,Milwaukee,Western,Thunder,Oklahoma City,Western,1,108,42,88,36,23,55,94,43,63,34,22,38
11/5/2022,2022,Timberwolves,Minnesota,Western,Rockets,Houston,Western,1,129,61,80,46,38,36,117,48,68,42,27,33
11/5/2022,2022,Nuggets,Denver,Western,Spurs,San Antonio,Western,1,126,61,50,52,37,47,101,49,58,40,28,28
11/5/2022,2022,Suns,Phoenix,Western,Trail Blazers,Portland,Western,1,102,43,75,37,22,44,82,38,63,47,22,40
11/4/2022,2022,Pistons,Detroit,Eastern,Cavaliers,Cleveland,Eastern,0,88,37,87,35,16,34,112,54,81,42,30,47
11/4/2022,2022,Pacers,Indiana,Eastern,Heat,Miami,Eastern,1,101,46,65,31,28,42,99,38,100,28,17,42
11/4/2022,2022,76ers,Philadelphia,Eastern,Knicks,New York,Eastern,0,104,38,81,28,27,44,106,46,85,27,24,50
11/4/2022,2022,Wizards,Washington,Eastern,Nets,Brooklyn,Eastern,0,86,36,82,24,18,39,128,56,100,50,32,48
11/4/2022,2022,Celtics,Boston,Eastern,Bulls,Chicago,Eastern,1,123,49,82,29,24,39,119,52,88,39,21,37
11/4/2022,2022,Grizzlies,Memphis,Western,Hornets,Charlotte,Eastern,1,130,51,78,44,34,60,99,38,81,30,22,41
11/4/2022,2022,Spurs,San Antonio,Western,Clippers,Los Angeles,Western,0,106,48,56,39,23,35,113,53,74,46,26,44
11/4/2022,2022,Mavericks,Dallas,Western,Raptors,Toronto,Eastern,1,111,51,84,35,23,31,110,44,84,32,20,44
11/4/2022,2022,Pelicans,New Orleans,Western,Warriors,Golden State,Western,1,114,51,69,41,24,37,105,49,92,38,23,29
11/4/2022,2022,Timberwolves,Minnesota,Western,Bucks,Milwaukee,Western,0,102,42,77,27,22,47,115,48,57,45,29,51
11/4/2022,2022,Suns,Phoenix,Western,Trail Blazers,Portland,Western,0,106,43,95,41,26,39,108,51,80,44,30,42
11/4/2022,2022,Lakers,Los Angeles,Western,Jazz,Utah,Western,0,116,48,89,42,22,40,130,51,90,43,31,48
11/3/2022,2022,Magic,Orlando,Eastern,Warriors,Golden State,Western,1,130,54,72,43,20,46,129,52,67,44,31,35
11/3/2022,2022,Thunder,Oklahoma City,Western,Nuggets,Denver,Western,0,110,48,74,21,19,40,122,54,88,58,32,47
11/2/2022,2022,76ers,Philadelphia,Eastern,Wizards,Washington,Eastern,0,111,46,70,53,25,32,121,58,81,24,27,43
11/2/2022,2022,Cavaliers,Cleveland,Eastern,Celtics,Boston,Eastern,1,114,42,79,28,24,51,113,41,96,27,26,52
11/2/2022,2022,Heat,Miami,Eastern,Kings,Sacramento,Western,1,110,49,85,32,27,46,107,48,86,36,29,39
11/2/2022,2022,Knicks,New York,Eastern,Hawks,Atlanta,Eastern,0,99,41,75,28,23,52,112,41,75,35,28,51
11/2/2022,2022,Bulls,Chicago,Eastern,Hornets,Charlotte,Eastern,1,106,43,89,45,28,51,88,39,56,22,22,47
11/2/2022,2022,Rockets,Houston,Western,Clippers,Los Angeles,Western,0,101,42,76,29,17,50,109,49,79,36,20,43
11/2/2022,2022,Bucks,Milwaukee,Western,Pistons,Detroit,Eastern,1,116,47,83,26,24,52,91,42,93,36,18,35
11/2/2022,2022,Spurs,San Antonio,Western,Raptors,Toronto,Eastern,0,100,39,86,33,29,46,143,54,94,42,31,50
11/2/2022,2022,Mavericks,Dallas,Western,Jazz,Utah,Western,1,103,50,53,29,20,37,100,46,86,33,28,40
11/2/2022,2022,Trail Blazers,Portland,Western,Grizzlies,Memphis,Western,0,106,40,81,39,27,46,111,46,82,46,28,46
11/2/2022,2022,Lakers,Los Angeles,Western,Pelicans,New Orleans,Western,1,120,46,87,28,30,56,117,46,71,32,35,51
11/1/2022,2022,Nets,Brooklyn,Eastern,Bulls,Chicago,Eastern,0,99,49,79,38,27,38,108,44,86,40,20,44
11/1/2022,2022,Heat,Miami,Eastern,Warriors,Golden State,Western,1,116,46,100,38,32,39,109,46,77,37,31,41
11/1/2022,2022,Thunder,Oklahoma City,Western,Magic,Orlando,Eastern,1,116,47,80,29,28,36,108,45,100,35,20,49
11/1/2022,2022,Suns,Phoenix,Western,Timberwolves,Minnesota,Western,1,116,46,77,40,31,34,107,43,83,38,24,42
10/31/2022,2022,Hornets,Charlotte,Eastern,Kings,Sacramento,Western,0,108,51,57,48,31,38,115,44,86,39,26,42
10/31/2022,2022,Wizards,Washington,Eastern,76ers,Philadelphia,Eastern,0,111,47,96,40,22,41,118,55,70,40,26,37
10/31/2022,2022,Nets,Brooklyn,Eastern,Pacers,Indiana,Eastern,1,116,54,95,37,26,39,109,47,70,28,23,38
10/31/2022,2022,Raptors,Toronto,Eastern,Hawks,Atlanta,Eastern,1,139,50,83,41,25,44,109,46,80,38,28,37
10/31/2022,2022,Bucks,Milwaukee,Western,Pistons,Detroit,Eastern,1,110,44,79,28,20,50,108,45,86,28,19,43
10/31/2022,2022,Jazz,Utah,Western,Grizzlies,Memphis,Western,1,121,47,82,40,26,48,105,41,55,23,14,52
10/31/2022,2022,Clippers,Los Angeles,Western,Rockets,Houston,Western,1,95,43,71,25,23,46,93,39,74,29,17,44
10/30/2022,2022,Clippers,Los Angeles,Western,Pelicans,New Orleans,Western,0,91,42,62,28,24,39,112,50,63,42,32,50
10/30/2022,2022,Celtics,Boston,Eastern,Wizards,Washington,Eastern,1,112,46,95,45,29,47,94,39,69,22,22,51
10/30/2022,2022,Cavaliers,Cleveland,Eastern,Knicks,New York,Eastern,1,121,46,84,46,33,43,108,49,50,37,26,45
10/30/2022,2022,Pistons,Detroit,Eastern,Warriors,Golden State,Western,1,128,48,90,42,24,47,114,42,96,31,23,42
10/30/2022,2022,Spurs,San Antonio,Western,Timberwolves,Minnesota,Western,1,107,42,76,40,27,52,98,40,70,14,21,45
10/30/2022,2022,Mavericks,Dallas,Western,Magic,Orlando,Eastern,1,114,49,75,31,15,37,105,46,74,38,20,47
10/30/2022,2022,Suns,Phoenix,Western,Rockets,Houston,Western,1,124,54,73,30,29,36,109,44,85,32,18,49
10/30/2022,2022,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,121,48,80,43,24,51,110,43,72,38,24,48
10/29/2022,2022,Kings,Sacramento,Western,Heat,Miami,Eastern,1,119,55,72,45,27,43,113,43,84,39,18,34
10/29/2022,2022,Hornets,Charlotte,Eastern,Warriors,Golden State,Western,1,120,42,77,32,32,55,113,44,75,30,31,49
10/29/2022,2022,Nets,Brooklyn,Eastern,Pacers,Indiana,Eastern,0,116,50,77,36,29,34,125,43,85,50,31,53
10/29/2022,2022,Bulls,Chicago,Eastern,76ers,Philadelphia,Eastern,0,109,45,90,36,22,40,114,49,82,48,28,41
10/29/2022,2022,Bucks,Milwaukee,Western,Hawks,Atlanta,Eastern,1,123,49,66,39,24,49,115,48,80,45,19,42
10/29/2022,2022,Mavericks,Dallas,Western,Thunder,Oklahoma City,Western,0,111,40,79,20,17,49,117,49,77,20,25,47
10/29/2022,2022,Jazz,Utah,Western,Grizzlies,Memphis,Western,1,124,52,75,43,30,34,123,57,73,44,24,40
10/28/2022,2022,Pistons,Detroit,Eastern,Hawks,Atlanta,Eastern,0,112,43,82,22,18,42,136,57,78,41,31,45
10/28/2022,2022,Magic,Orlando,Eastern,Hornets,Charlotte,Eastern,1,113,49,73,27,28,48,93,38,67,29,21,47
10/28/2022,2022,Celtics,Boston,Eastern,Cavaliers,Cleveland,Eastern,0,123,51,81,39,28,34,132,52,77,46,18,42
10/28/2022,2022,Raptors,Toronto,Eastern,76ers,Philadelphia,Eastern,0,90,38,63,23,20,45,112,52,91,42,25,41
10/28/2022,2022,Wizards,Washington,Eastern,Pacers,Indiana,Eastern,0,117,48,82,40,25,38,127,51,91,52,30,41
10/28/2022,2022,Bucks,Milwaukee,Western,Knicks,New York,Eastern,1,119,39,82,29,23,60,108,40,69,34,19,54
10/28/2022,2022,Timberwolves,Minnesota,Western,Lakers,Los Angeles,Western,1,111,41,67,33,27,49,102,42,70,31,20,55
10/28/2022,2022,Spurs,San Antonio,Western,Bulls,Chicago,Eastern,1,129,54,81,42,37,42,124,48,81,33,20,42
10/28/2022,2022,Nuggets,Denver,Western,Jazz,Utah,Western,1,117,46,65,46,18,58,101,42,79,26,24,38
10/28/2022,2022,Suns,Phoenix,Western,Pelicans,New Orleans,Western,1,124,52,90,30,33,47,111,44,91,41,25,33
10/28/2022,2022,Trail Blazers,Portland,Western,Rockets,Houston,Western,1,125,53,80,37,30,45,111,43,81,37,23,39
10/27/2022,2022,Nets,Brooklyn,Eastern,Mavericks,Dallas,Western,0,125,46,90,34,20,45,129,51,77,50,25,37
10/27/2022,2022,Thunder,Oklahoma City,Western,Clippers,Los Angeles,Western,1,118,50,88,45,27,36,110,54,72,32,21,44
10/27/2022,2022,Warriors,Golden State,Western,Heat,Miami,Eastern,1,123,50,87,39,30,50,110,44,82,33,25,31
10/27/2022,2022,Kings,Sacramento,Western,Grizzlies,Memphis,Western,0,110,48,82,32,28,40,125,53,72,42,27,43
10/26/2022,2022,Cavaliers,Cleveland,Eastern,Magic,Orlando,Eastern,1,103,41,70,30,25,43,92,43,76,25,19,43
10/26/2022,2022,Pistons,Detroit,Eastern,Hawks,Atlanta,Eastern,0,113,46,68,44,23,40,118,50,80,36,22,46
10/26/2022,2022,Knicks,New York,Eastern,Hornets,Charlotte,Eastern,1,134,54,86,37,26,46,131,50,67,42,31,42
10/26/2022,2022,Raptors,Toronto,Eastern,76ers,Philadelphia,Eastern,1,119,55,79,43,32,39,109,51,68,44,29,34
10/26/2022,2022,Bucks,Milwaukee,Western,Nets,Brooklyn,Eastern,1,110,44,76,28,21,54,99,40,80,26,23,37
10/26/2022,2022,Bulls,Chicago,Eastern,Pacers,Indiana,Eastern,1,124,49,92,53,34,44,109,43,79,40,31,38
